Entry,Entryname,Status,Proteinnames,Genenames,Organism,Length,ECnumber,Geneontology,Crossreference
M9P8M9,M9P8M9_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DR15,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
Q6PIS3,Q6PIS3_HUMAN,unreviewed,XYLB protein (Fragment),Homo sapiens (Human),204,XYLB FLJ10343 FLJ12539 FLJ22075,,,
A0A186VNS0,A0A186VNS0_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),87,HLA-DPB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A3F719,A3F719_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),296,HLA-B,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
A0A2R8YGP5,A0A2R8YGP5_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),Homo sapiens (Human),1165,SMARCA4,,"SWI/SNF complex [GO:0016514]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATP-dependent chromatin remodeling [GO:0043044]; regulation of transcription, DNA-templated [GO:0006355]",IPR030100;IPR006576;IPR037259;IPR014978;IPR014001;IPR001650;IPR014012;IPR027417;IPR038718;IPR000330;
C8XTM3,C8XTM3_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
M0QXK3,M0QXK3_HUMAN,unreviewed,Protein Niban 3,Homo sapiens (Human),620,NIBAN3,,,IPR026088;IPR011993;IPR001849;
B4DFQ2,B4DFQ2_HUMAN,unreviewed,"cDNA FLJ60477, highly similar to Ubiquitin-conjugating enzyme E2 Q2",Homo sapiens (Human),256,,,,IPR000608;IPR016135;
B7Z6Z6,B7Z6Z6_HUMAN,unreviewed,"cDNA FLJ50071, highly similar to Guanine nucleotide-releasing protein",Homo sapiens (Human),506,,,guanyl-nucleotide exchange factor activity [GO:0005085]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264],IPR008937;IPR000651;IPR023578;IPR001895;IPR036964;IPR030745;
E7EWM3,E7EWM3_HUMAN,unreviewed,Zinc finger MIZ domain-containing protein 2,Homo sapiens (Human),888,ZMIZ2,,mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; zinc ion binding [GO:0008270],IPR004181;IPR013083;
H3BRW8,H3BRW8_HUMAN,unreviewed,Calcium-binding and coiled-coil domain-containing protein 1 (Fragment),Homo sapiens (Human),232,CALCOCO1,,,IPR012852;IPR041641;
F8SL12,F8SL12_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
L8E848,L8E848_HUMAN,unreviewed,Alternative protein DENND3,Homo sapiens (Human),64,DENND3,,,
Q8WXJ8,Q8WXJ8_HUMAN,unreviewed,Neurotrophin receptor tyrosine kinase type 2 truncated isoform (Fragment),Homo sapiens (Human),107,NTRK2,,integral component of membrane [GO:0016021]; kinase activity [GO:0016301],
G1ENI7,G1ENI7_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0PFT8,A0PFT8_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
B4DE22,B4DE22_HUMAN,unreviewed,"cDNA FLJ61212, highly similar to Tripartite motif-containing protein 16",Homo sapiens (Human),402,,,,IPR001870;IPR003879;IPR013320;IPR006574;IPR003877;
Q5NDM3,Q5NDM3_HUMAN,unreviewed,Rhesus blood group E antigen (Fragment),Homo sapiens (Human),54,RHCE,,integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519],IPR029020;IPR024041;
K7EKR1,K7EKR1_HUMAN,unreviewed,cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment),Homo sapiens (Human),35,PRKAR1A,,,IPR000595;
U5YEY8,U5YEY8_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),70,HLA-C,,,IPR011161;IPR037055;IPR011162;
H9A780,H9A780_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),Homo sapiens (Human),603,ND5,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],IPR010934;IPR003945;IPR001750;IPR001516;
A5XEJ2,A5XEJ2_HUMAN,unreviewed,Phosphoinositol 3-phosphate-binding protein 3 (Fragment),Homo sapiens (Human),151,PLEKHA6,,,
H7C3B4,H7C3B4_HUMAN,unreviewed,Proteasome assembly chaperone 1 (Fragment),Homo sapiens (Human),13,PSMG1,,,
K7ER39,K7ER39_HUMAN,unreviewed,Perilipin-3 (Fragment),Homo sapiens (Human),168,PLIN3,,,IPR004279;
H3BQQ3,H3BQQ3_HUMAN,unreviewed,Copine-2 (Fragment),Homo sapiens (Human),81,CPNE2,,,IPR000008;IPR035892;
C9JD15,C9JD15_HUMAN,unreviewed,DENN domain-containing protein 2A,Homo sapiens (Human),105,DENND2A,,,
C9J6Z7,C9J6Z7_HUMAN,unreviewed,IQ calmodulin-binding motif-containing protein 1 (Fragment),Homo sapiens (Human),84,IQCB1,,calmodulin binding [GO:0005516]; cilium assembly [GO:0060271],IPR028765;
Q4VXA6,Q4VXA6_HUMAN,unreviewed,Gastricsin (Fragment),Homo sapiens (Human),139,PGC,,aspartic-type endopeptidase activity [GO:0004190],IPR001461;IPR012848;IPR033121;IPR021109;
E9PML3,E9PML3_HUMAN,unreviewed,Jouberin (Fragment),Homo sapiens (Human),288,AHI1,,,
H3BSB6,H3BSB6_HUMAN,unreviewed,Y+L amino acid transporter 2 (Fragment),Homo sapiens (Human),74,SLC7A6,,integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],
E2PSN0,E2PSN0_HUMAN,unreviewed,RNA-binding protein 26 (Fragment),Homo sapiens (Human),171,RBM26,,RNA binding [GO:0003723],IPR012677;IPR035979;IPR034861;IPR039511;IPR000504;
A0A386IN23,A0A386IN23_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,Homo sapiens (Human),3418,BRCA2,,double-strand break repair via homologous recombination [GO:0000724],IPR015525;IPR015252;IPR036315;IPR015187;IPR015188;IPR002093;IPR012340;IPR015205;
E7ETA8,E7ETA8_HUMAN,unreviewed,Protein CBFA2T1 (Fragment),Homo sapiens (Human),229,RUNX1T1,,"DNA-binding transcription factor activity [GO:0003700]; transcription corepressor activity [GO:0003714]; negative regulation of transcription, DNA-templated [GO:0045892]",IPR013290;IPR013289;IPR037249;IPR003894;
Q68DI0,Q68DI0_HUMAN,unreviewed,AP complex subunit beta,Homo sapiens (Human),951,DKFZp781K0743,,clathrin adaptor complex [GO:0030131]; clathrin binding [GO:0030276]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],IPR026739;IPR016342;IPR011989;IPR016024;IPR000225;IPR015151;IPR002553;IPR008152;IPR013041;IPR013037;IPR009028;IPR012295;
H0YI80,H0YI80_HUMAN,unreviewed,CCR4-NOT transcription complex subunit 2 (Fragment),Homo sapiens (Human),99,CNOT2,,"CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; regulation of transcription, DNA-templated [GO:0006355]",IPR038635;IPR040168;IPR007282;
A0A224AHB5,A0A224AHB5_HUMAN,unreviewed,Bifunctional polynucleotide phosphatase/kinase (Fragment),Homo sapiens (Human),31,PNKP,,kinase activity [GO:0016301],
Q53GQ8,Q53GQ8_HUMAN,unreviewed,Adipocyte-derived leucine aminopeptidase variant (Fragment),Homo sapiens (Human),253,,,endoplasmic reticulum membrane [GO:0005789]; metalloaminopeptidase activity [GO:0070006]; antigen processing and presentation of endogenous peptide antigen via MHC class I [GO:0019885]; regulation of blood pressure [GO:0008217],IPR033520;IPR024571;
H3BS43,H3BS43_HUMAN,unreviewed,Sterile alpha motif domain-containing protein 5 (Fragment),Homo sapiens (Human),97,SAMD5,,integral component of membrane [GO:0016021],
F2Z2X8,F2Z2X8_HUMAN,unreviewed,Sciellin,Homo sapiens (Human),283,SCEL,,,
H3BTK9,H3BTK9_HUMAN,unreviewed,Adhesion G-protein-coupled receptor G1 (Fragment),Homo sapiens (Human),100,ADGRG1,,,IPR040679;
F2X611,F2X611_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
B3KSN5,B3KSN5_HUMAN,unreviewed,"cDNA FLJ36692 fis, clone UTERU2008845, highly similar to Homo sapiens ring finger protein 10 (RNF10), mRNA",Homo sapiens (Human),811,,,,IPR039739;IPR001841;IPR013083;IPR017907;
Q4G1C4,Q4G1C4_HUMAN,unreviewed,ZADH2 protein (Fragment),Homo sapiens (Human),366,ZADH2,,oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270],IPR013149;IPR013154;IPR011032;IPR036291;IPR020843;IPR002364;
B7Z2X4,B7Z2X4_HUMAN,unreviewed,"cDNA FLJ53327, highly similar to Gelsolin",Homo sapiens (Human),705,,,actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016],IPR029006;IPR030004;IPR007123;IPR007122;
A0A1W2PRP7,A0A1W2PRP7_HUMAN,unreviewed,Golgi SNAP receptor complex member 2,Homo sapiens (Human),197,GOSR2,,,
F4YU36,F4YU36_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
F8SY59,F8SY59_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
Q6ZU72,Q6ZU72_HUMAN,unreviewed,"cDNA FLJ43956 fis, clone TESTI4015681",Homo sapiens (Human),151,,,,
A0A0K0KRJ1,A0A0K0KRJ1_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),87,HLA-DPB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
D7GM42,D7GM42_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-B,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
B4DIK4,B4DIK4_HUMAN,unreviewed,Alpha-mannosidase (EC 3.2.1.-),Homo sapiens (Human),778,,3.2.1.-,alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013],IPR011013;IPR011330;IPR011682;IPR015341;IPR037094;IPR000602;IPR027291;IPR028995;IPR013780;
F8WF35,F8WF35_HUMAN,unreviewed,TBC1 domain family member 15,Homo sapiens (Human),85,TBC1D15,,,IPR021935;
E5RGP6,E5RGP6_HUMAN,unreviewed,Neuronal acetylcholine receptor subunit alpha-2 (Fragment),Homo sapiens (Human),50,CHRNA2,,,
Q5SYV2,Q5SYV2_HUMAN,unreviewed,"Sarcosine dehydrogenase, mitochondrial",Homo sapiens (Human),368,SARDH,,,IPR028896;IPR013977;IPR006222;IPR029043;IPR027266;
B4E337,B4E337_HUMAN,unreviewed,"cDNA FLJ58087, highly similar to Alpha-actinin-4",Homo sapiens (Human),562,,,actin binding [GO:0003779],IPR001589;IPR001715;IPR036872;IPR018159;IPR002017;
E7EW49,E7EW49_HUMAN,unreviewed,CLIP-associating protein 2,Homo sapiens (Human),1514,CLASP2,,cytosol [GO:0005829]; Golgi apparatus [GO:0005794],IPR011989;IPR016024;IPR024395;IPR021133;IPR034085;
Q95IT5,Q95IT5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A2I4PZT4,A0A2I4PZT4_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
J3QQZ7,J3QQZ7_HUMAN,unreviewed,Folliculin (Fragment),Homo sapiens (Human),37,FLCN,,,IPR021713;
A0A3S6RI80,A0A3S6RI80_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
S4T6L7,S4T6L7_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A343YSQ2,A0A343YSQ2_HUMAN,unreviewed,Cytochrome c oxidase subunit 3,Homo sapiens (Human),261,COX3,,integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],IPR024791;IPR033945;IPR000298;IPR035973;IPR013833;
B4DNY8,B4DNY8_HUMAN,unreviewed,"cDNA FLJ51013, highly similar to 60S ribosomal protein L6",Homo sapiens (Human),82,,,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],IPR000915;IPR005568;
Q8N9Q5,Q8N9Q5_HUMAN,unreviewed,"cDNA FLJ36746 fis, clone UTERU2016757",Homo sapiens (Human),217,,,,IPR006594;
H3BR17,H3BR17_HUMAN,unreviewed,E3 ubiquitin-protein ligase TRAF7 (Fragment),Homo sapiens (Human),147,TRAF7,,,IPR013083;
F8W7T7,F8W7T7_HUMAN,unreviewed,Zinc finger protein 44,Homo sapiens (Human),615,ZNF44,,"metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; regulation of transcription, DNA-templated [GO:0006355]",IPR001909;IPR036051;IPR036236;IPR013087;
H0Y9F0,H0Y9F0_HUMAN,unreviewed,"Trans-2,3-enoyl-CoA reductase-like (Fragment)",Homo sapiens (Human),27,TECRL,,,
Q5IEC5,Q5IEC5_HUMAN,unreviewed,Netrin G1 isoform G1e (Fragment),Homo sapiens (Human),88,NTNG1,,,IPR013032;IPR000742;IPR013111;
A0A140T9A5,A0A140T9A5_HUMAN,unreviewed,"HLA class II histocompatibility antigen, DP beta 1 chain (Fragment)",Homo sapiens (Human),229,HLA-DPB1,,integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]; adaptive immune response [GO:0002250]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;
D6ML64,D6ML64_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A1E1ERW3,A0A1E1ERW3_HUMAN,unreviewed,Diaphanous homolog 1,Homo sapiens (Human),1203,DIAPH1 DIA1,,actin binding [GO:0003779]; Rho GTPase binding [GO:0017048]; actin filament polymerization [GO:0030041],IPR011989;IPR016024;IPR014767;IPR010465;IPR015425;IPR042201;IPR010472;IPR027653;IPR009408;IPR014768;IPR010473;
A0A2H4G4K8,A0A2H4G4K8_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DQB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A1S5QQW6,A0A1S5QQW6_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A0F7CSH9,A0A0F7CSH9_HUMAN,unreviewed,Pregnancy-specific beta-1-glycoprotein 1,Homo sapiens (Human),326,PSG1,,female pregnancy [GO:0007565],IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR013106;
A0A286YF45,A0A286YF45_HUMAN,unreviewed,Major facilitator superfamily domain-containing protein 8,Homo sapiens (Human),473,MFSD8,,integral component of plasma membrane [GO:0005887]; transmembrane transport [GO:0055085],IPR011701;IPR020846;IPR036259;
A0A2U7MW57,A0A2U7MW57_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
W0HHM6,W0HHM6_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-B,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
B4DJ78,B4DJ78_HUMAN,unreviewed,"cDNA FLJ60585, highly similar to Mus musculus DEP domain containing 7 (Depdc7), mRNA",Homo sapiens (Human),207,,,intracellular signal transduction [GO:0035556],IPR000591;IPR036388;IPR036390;
Q9UMA6,Q9UMA6_HUMAN,unreviewed,Type I collagen alpha 1 chain (Fragment),Homo sapiens (Human),27,COL1A1,,collagen trimer [GO:0005581],
B4E1U8,B4E1U8_HUMAN,unreviewed,"cDNA FLJ58666, highly similar to Slp homolog lacking C2 domains b",Homo sapiens (Human),819,,,,IPR039916;
B3CJD2,B3CJD2_HUMAN,unreviewed,V-myc myelocytomatosis viral oncogene homolog (Fragment),Homo sapiens (Human),252,MYC,,nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700],IPR002418;IPR012682;
Q14072,Q14072_HUMAN,unreviewed,(clone S16) gene from CpG-enriched DNA (Fragment),Homo sapiens (Human),73,,,,
Q6Q4G8,Q6Q4G8_HUMAN,unreviewed,Neurominidase (Fragment),Homo sapiens (Human),116,NEU1,,exo-alpha-sialidase activity [GO:0004308],IPR026856;IPR036278;
Q5EY04,Q5EY04_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),81,HLA-DPA1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR001003;
G4XFZ1,G4XFZ1_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A0A7EC03,A0A0A7EC03_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
M0R3E2,M0R3E2_HUMAN,unreviewed,INO80 complex subunit C (Fragment),Homo sapiens (Human),136,INO80C,,Ino80 complex [GO:0031011]; chromatin remodeling [GO:0006338],IPR029525;
K7EJT1,K7EJT1_HUMAN,unreviewed,Ubinuclein-1 (Fragment),Homo sapiens (Human),312,UBN1,,nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; chromatin organization [GO:0006325],IPR026936;IPR026947;
B3KNQ8,B3KNQ8_HUMAN,unreviewed,"cDNA FLJ30174 fis, clone BRACE2000975, highly similar to Sodium/potassium-transporting ATPase alpha-3 chain",Homo sapiens (Human),435,,,integral component of membrane [GO:0016021]; ATP binding [GO:0005524],IPR006068;IPR023298;IPR036412;IPR023214;IPR001757;
A0A4Y5USH5,A0A4Y5USH5_HUMAN,unreviewed,NLRP3 (Fragment),Homo sapiens (Human),39,NLRP3 CIAS1,,,IPR007111;
Q59FE0,Q59FE0_HUMAN,unreviewed,Zinc finger protein 41 variant (Fragment),Homo sapiens (Human),698,,,nucleic acid binding [GO:0003676],IPR036236;IPR013087;
A0A087WTJ0,A0A087WTJ0_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),Homo sapiens (Human),293,RECQL4,,,
A0A1B3TN80,A0A1B3TN80_HUMAN,unreviewed,Histone methyl transferase (EC 2.1.1.43) (Fragment),Homo sapiens (Human),392,PRDM9,2.1.1.43,histone-lysine N-methyltransferase activity [GO:0018024]; transcription regulatory region sequence-specific DNA binding [GO:0000976],IPR036236;IPR013087;IPR017125;
C9J6N8,C9J6N8_HUMAN,unreviewed,Transcription factor AP-2-alpha (Fragment),Homo sapiens (Human),173,TFAP2A,,nucleoplasm [GO:0005654]; DNA-binding transcription factor activity [GO:0003700],IPR004979;IPR008121;
C9E1H0,C9E1H0_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A1S7C6F1,A0A1S7C6F1_HUMAN,unreviewed,ATP synthase subunit a,Homo sapiens (Human),226,ATP6,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; ATP synthesis coupled proton transport [GO:0015986]",IPR000568;IPR023011;IPR035908;
A0A0A7C7X8,A0A0A7C7X8_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q86T70,Q86T70_HUMAN,unreviewed,"Glycerol-3-phosphate acyltransferase 1, mitochondrial (EC 2.3.1.15)",Homo sapiens (Human),828,DKFZp451B1115,2.3.1.15,mitochondrial outer membrane [GO:0005741]; plasma membrane [GO:0005886]; glycerol-3-phosphate O-acyltransferase activity [GO:0004366]; sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity [GO:0102420]; CDP-diacylglycerol biosynthetic process [GO:0016024],IPR022284;IPR041728;IPR028354;IPR002123;
F4NBQ2,F4NBQ2_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),337,HLA-B,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
E2D5N7,E2D5N7_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
F6IQG2,F6IQG2_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),349,HLA-C,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
